                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    181,                 3.1184,                 2.0879,                 2.4766,                      0,                      0,                      0,                      0,                      0,                 499.48,                      0,             2.4569e-05,             2.4569e-05,             2.4569e-05
                    182,                 2.6091,                 1.7361,                 2.3884,                      0,                      0,                      0,                      0,                      0,                 499.48,                      0,             2.2201e-05,             2.2201e-05,             2.2201e-05
                    183,                 2.8302,                 1.8135,                 2.3892,                      0,                      0,                      0,                      0,                      0,                 491.93,                      0,             1.9951e-05,             1.9951e-05,             1.9951e-05
                    184,                 2.5655,                 1.6476,                 2.2713,                      0,                      0,                      0,                      0,                      0,                 491.93,                      0,              1.782e-05,              1.782e-05,              1.782e-05
                    185,                 2.8646,                 1.8558,                 2.4246,                      0,                      0,                      0,                      0,                      0,                 459.06,                      0,             1.5807e-05,             1.5807e-05,             1.5807e-05
                    186,                 3.0856,                 2.0911,                 2.5576,                      0,                      0,                      0,                      0,                      0,                 459.06,                      0,             1.3914e-05,             1.3914e-05,             1.3914e-05
                    187,                 2.4398,                 1.6141,                 2.2601,                      0,                      0,                      0,                      0,                      0,                 459.06,                      0,              1.214e-05,              1.214e-05,              1.214e-05
                    188,                 2.8291,                 1.7741,                  2.315,                      0,                      0,                      0,                      0,                      0,                 483.71,                      0,             1.0488e-05,             1.0488e-05,             1.0488e-05
                    189,                 2.8526,                 1.8827,                 2.4116,                      0,                      0,                      0,                      0,                      0,                 483.71,                      0,             8.9555e-06,             8.9555e-06,             8.9555e-06
                    190,                 2.7476,                 1.8071,                 2.3871,                      0,                      0,                      0,                      0,                      0,                 483.71,                      0,             7.5446e-06,             7.5446e-06,             7.5446e-06
                    191,                 2.4668,                 1.9762,                 2.2676,                      0,                      0,                      0,                      0,                      0,                 510.03,                      0,             6.2552e-06,             6.2552e-06,             6.2552e-06
                    192,                  2.698,                 2.4585,                 2.4208,                      0,                      0,                      0,                      0,                      0,                 510.03,                      0,             5.0877e-06,             5.0877e-06,             5.0877e-06
                    193,                 2.4508,                 1.8416,                 2.2268,                      0,                      0,                      0,                      0,                      0,                 685.21,                      0,             4.0423e-06,             4.0423e-06,             4.0423e-06
                    194,                 2.5237,                 2.0155,                 2.2804,                      0,                      0,                      0,                      0,                      0,                 685.21,                      0,             3.1192e-06,             3.1192e-06,             3.1192e-06
                    195,                 2.5191,                 1.9969,                 2.3899,                      0,                      0,                      0,                      0,                      0,                 685.21,                      0,             2.3188e-06,             2.3188e-06,             2.3188e-06
                    196,                 2.5182,                 1.8881,                 2.3277,                      0,                      0,                      0,                      0,                      0,                 831.94,                      0,             1.6412e-06,             1.6412e-06,             1.6412e-06
                    197,                 2.6699,                 2.0475,                 2.2873,                      0,                      0,                      0,                      0,                      0,                 831.94,                      0,             1.0865e-06,             1.0865e-06,             1.0865e-06
                    198,                 2.3972,                  1.925,                 2.3524,                      0,                      0,                      0,                      0,                      0,                 831.94,                      0,             6.5501e-07,             6.5501e-07,             6.5501e-07
                    199,                 2.6726,                 2.1065,                 2.3764,                      0,                      0,                      0,                      0,                      0,                 1013.6,                      0,              3.467e-07,              3.467e-07,              3.467e-07
                    200,                 2.5005,                  1.902,                 2.2948,                      0,                      0,                      0,                      0,                      0,                 1013.6,                      0,             1.6168e-07,             1.6168e-07,             1.6168e-07
